ID,Severity,Event Type,Event Description,Generation Time,Status,Event Code,Suggestion
"1758","Minor","Disk","The disk Disk3 state is abnormal (SN:034BBTN0Q3019379).","2026-04-09 05:48:10","Deasserted","0x02000028","1. If a hard disk failure alarm exists on the server, handle the problem by referring to the alarm message.2. Manually change the hard disk status.3. Replace the hard disk."
"1757","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-09 05:47:35","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1756","Minor","Disk","The disk Disk3 state is abnormal (SN:034BBTN0Q3019379).","2026-04-09 05:47:16","Asserted","0x02000027","1. If a hard disk failure alarm exists on the server, handle the problem by referring to the alarm message.2. Manually change the hard disk status.3. Replace the hard disk."
"1755","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-09 05:47:15","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1754","Normal","System","The host was restarted due to unrecognized reason.","2026-04-09 05:47:09","Asserted","0x2C00000F",""
"1753","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-09 05:44:08","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1752","Normal","System","The host was restarted by command.","2026-04-09 05:43:26","Asserted","0x2C000011",""
"1751","Normal","System","ACPI is in the working state.","2026-04-09 05:43:25","Asserted","0x2C000009",""
"1750","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-09 05:41:14","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1749","Normal","System","ACPI is in the soft-off state.","2026-04-09 05:41:09","Asserted","0x2C00000B",""
"1748","Normal","System","The host was restarted by command.","2026-04-09 05:41:06","Asserted","0x2C000011",""
"1747","Normal","BMC","The openUBMC is reset, with the cause code of 0x2.","2026-04-08 10:02:15","Asserted","0x1A00006F",""
"1746","Normal","BMC","openUBMC is reset and started.","2026-04-08 10:01:53","Asserted","0x1A000021",""
"1745","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 09:36:00","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1744","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 09:35:40","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1743","Normal","System","The host was restarted by command.","2026-04-08 09:35:35","Asserted","0x2C000011",""
"1742","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 09:35:14","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1741","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 09:34:20","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1740","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 09:31:31","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1739","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 09:31:11","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1738","Normal","System","The host was restarted due to unrecognized reason.","2026-04-08 09:31:03","Asserted","0x2C00000F",""
"1737","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 09:27:55","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1736","Minor","CPU","Failed to obtain data of the CPU 1(CpuBoard1 CPU1) TACore voltage.","2026-04-08 09:27:50","Deasserted","0x000000E2","1. Restart the openUBMC.2. Remove and reconnect power cables or remove and reinstall the board in the chassis.3. Replace the board where the CPU is located."
"1735","Minor","CPU","Failed to obtain data of the CPU 1(CpuBoard1 CPU1) NADVDD voltage.","2026-04-08 09:27:49","Deasserted","0x000000E2","1. Restart the openUBMC.2. Remove and reconnect power cables or remove and reinstall the board in the chassis.3. Replace the board where the CPU is located."
"1734","Minor","CPU","Failed to obtain data of the CPU 1(CpuBoard1 CPU1) TBCore voltage.","2026-04-08 09:27:49","Deasserted","0x000000E2","1. Restart the openUBMC.2. Remove and reconnect power cables or remove and reinstall the board in the chassis.3. Replace the board where the CPU is located."
"1733","Minor","CPU","Failed to obtain data of the CPU 1(CpuBoard1 CPU1) NBDVDD voltage.","2026-04-08 09:27:49","Deasserted","0x000000E2","1. Restart the openUBMC.2. Remove and reconnect power cables or remove and reinstall the board in the chassis.3. Replace the board where the CPU is located."
"1732","Minor","CPU","Failed to obtain data of the CPU 2(CpuBoard1 CPU2) NADVDD voltage.","2026-04-08 09:27:49","Deasserted","0x000000E2","1. Restart the openUBMC.2. Remove and reconnect power cables or remove and reinstall the board in the chassis.3. Replace the board where the CPU is located."
"1731","Minor","CPU","Failed to obtain data of the CPU 2(CpuBoard1 CPU2) TBCore voltage.","2026-04-08 09:27:48","Deasserted","0x000000E2","1. Restart the openUBMC.2. Remove and reconnect power cables or remove and reinstall the board in the chassis.3. Replace the board where the CPU is located."
"1730","Minor","CPU","Failed to obtain data of the CPU 2(CpuBoard1 CPU2) TACore voltage.","2026-04-08 09:27:48","Deasserted","0x000000E2","1. Restart the openUBMC.2. Remove and reconnect power cables or remove and reinstall the board in the chassis.3. Replace the board where the CPU is located."
"1729","Minor","CPU","Failed to obtain data of the CPU 2(CpuBoard1 CPU2) NBDVDD voltage.","2026-04-08 09:27:48","Deasserted","0x000000E2","1. Restart the openUBMC.2. Remove and reconnect power cables or remove and reinstall the board in the chassis.3. Replace the board where the CPU is located."
"1728","Minor","CPU","Failed to obtain data of the CPU 1(CpuBoard1 CPU1) NBDVDD voltage.","2026-04-08 09:27:42","Asserted","0x000000E1","1. Restart the openUBMC.2. Remove and reconnect power cables or remove and reinstall the board in the chassis.3. Replace the board where the CPU is located."
"1727","Minor","CPU","Failed to obtain data of the CPU 2(CpuBoard1 CPU2) NBDVDD voltage.","2026-04-08 09:27:42","Asserted","0x000000E1","1. Restart the openUBMC.2. Remove and reconnect power cables or remove and reinstall the board in the chassis.3. Replace the board where the CPU is located."
"1726","Minor","CPU","Failed to obtain data of the CPU 1(CpuBoard1 CPU1) TACore voltage.","2026-04-08 09:27:41","Asserted","0x000000E1","1. Restart the openUBMC.2. Remove and reconnect power cables or remove and reinstall the board in the chassis.3. Replace the board where the CPU is located."
"1725","Minor","CPU","Failed to obtain data of the CPU 2(CpuBoard1 CPU2) TBCore voltage.","2026-04-08 09:27:41","Asserted","0x000000E1","1. Restart the openUBMC.2. Remove and reconnect power cables or remove and reinstall the board in the chassis.3. Replace the board where the CPU is located."
"1724","Minor","CPU","Failed to obtain data of the CPU 1(CpuBoard1 CPU1) NADVDD voltage.","2026-04-08 09:27:41","Asserted","0x000000E1","1. Restart the openUBMC.2. Remove and reconnect power cables or remove and reinstall the board in the chassis.3. Replace the board where the CPU is located."
"1723","Minor","CPU","Failed to obtain data of the CPU 2(CpuBoard1 CPU2) TACore voltage.","2026-04-08 09:27:40","Asserted","0x000000E1","1. Restart the openUBMC.2. Remove and reconnect power cables or remove and reinstall the board in the chassis.3. Replace the board where the CPU is located."
"1722","Minor","CPU","Failed to obtain data of the CPU 1(CpuBoard1 CPU1) TBCore voltage.","2026-04-08 09:27:40","Asserted","0x000000E1","1. Restart the openUBMC.2. Remove and reconnect power cables or remove and reinstall the board in the chassis.3. Replace the board where the CPU is located."
"1721","Minor","CPU","Failed to obtain data of the CPU 2(CpuBoard1 CPU2) NADVDD voltage.","2026-04-08 09:27:40","Asserted","0x000000E1","1. Restart the openUBMC.2. Remove and reconnect power cables or remove and reinstall the board in the chassis.3. Replace the board where the CPU is located."
"1720","Normal","System","The host was restarted by command.","2026-04-08 09:27:13","Asserted","0x2C000011",""
"1719","Normal","System","ACPI is in the working state.","2026-04-08 09:27:12","Asserted","0x2C000009",""
"1718","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 09:24:58","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1717","Normal","System","ACPI is in the soft-off state.","2026-04-08 09:24:56","Asserted","0x2C00000B",""
"1716","Normal","System","The host was restarted by command.","2026-04-08 09:24:52","Asserted","0x2C000011",""
"1715","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 09:13:17","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1714","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-08 09:13:00","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"1713","Normal","System","The host was restarted by command.","2026-04-08 09:12:52","Asserted","0x2C000011",""
